ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,AgeCategory,GrowthPattern,LegacyMolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,LegacySubSubtype,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,EngineeredModel,TreatmentStatus,OnboardedMedia,PlateCoating,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-001009,PT-IAac7b,A673STAG2NT14,A673STAG2NT14,15.0,Academic lab,,,ES,Pediatric,Unknown,EWS_FLI,Primary,soft_tissue,Female,Kim Stegmaier (Broad),,,A673STAG2NT14_ENGINEERED,,,,True,,MF-002-001,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001010,PT-IAac7b,A673STAG2NT23,A673STAG2NT23,15.0,Academic lab,,,ES,Pediatric,Unknown,EWS_FLI,Primary,soft_tissue,Female,Kim Stegmaier (Broad),,,A673STAG2NT23_ENGINEERED,,,,True,,MF-002-001,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001015,PT-AXbbCE,AZ521,AZ521,53.0,Commercial,SIDM01934,CVCL_2862,DA,Adult,Adherent,,Primary,small_intestine,Male,Sigma-Aldrich,,,AZ521_SMALL_INTESTINE,,This line is a HuTu 80 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,,None,DA,Duodenal Adenocarcinoma,Small Bowel Cancer,Bowel
ACH-001016,PT-Pxi6oo,Becker,BECKER,57.0,Commercial,SIDM00490,CVCL_1093,ASTR,Adult,Adherent,,Primary,central_nervous_system,Male,HSRRB,,,BECKER_CENTRAL_NERVOUS_SYSTEM,906746.0,,2090.0,,,MF-015-006,None,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-001017,PT-c34xau,BGC823,BGC823,30.0,,SIDM01938,CVCL_3360,ECAD,Adult,Adherent,blank,Primary,cervix,Female,,,,BGC823_STOMACH,,This line is a HeLa derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,,None,ECAD,Endocervical Adenocarcinoma,Cervical Adenocarcinoma,Cervix
ACH-001018,PT-xU6CEy,BJ hTERT,BJHTERT,0.0,Academic lab,,CVCL_6573,ZFIBNOS,Pediatric,Adherent,,,fibroblast,Male,Jesse Boehm (Broad),,,BJHTERT_FIBROBLAST,,,,,,,None,,"Fibroblast, NOS",Non-Cancerous,Fibroblast
ACH-001020,PT-WLHxY0,BT-16,BT16,2.0,Academic lab,,CVCL_M156,ATRT,Pediatric,Adherent,,,soft_tissue,Male,Roberts (St Jude Hospital),,,BT16_SOFT_TISSUE,,,,,,MF-002-001,None,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001021,PT-qL6HtY,C3A,C3A,15.0,Commercial,SIDM01237,CVCL_1098,LIHB,Pediatric,Adherent,,Primary,liver,Male,ATCC,,,C3A_LIVER,910850.0,,1161.0,,,,None,LIHB,Hepatoblastoma,Hepatoblastoma,Liver
ACH-001022,PT-tD8WvT,CBAGPN,CBAGPN,,Academic lab,SIDM01544,CVCL_X981,ES,Unknown,Unknown,,Primary,bone,Female,Kim Stegmaier (Broad),,,CBAGPN_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001023,PT-llVV5F,CGTH-W-1,CGTHW1,59.0,Commercial,SIDM01248,CVCL_1120,HNSC,Adult,Unknown,,Primary,thyroid,Male,DSMZ,follicular,360,CGTHW1_THYROID,910568.0,SNP fingerprinting confirms that this line is a SW579 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,65.0,,,,None,HNSC,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001024,PT-rXLMnY,CHL-1,CHL1,36.0,Commercial,SIDM01228,CVCL_1122,MEL,Adult,Adherent,,Metastatic,pleural_effusion,Female,ATCC,,CRL-9446,CHL1_SKIN,910853.0,,739.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-001028,PT-kX7CzT,CHLA-06,CHLA06ATRT,0.0,Academic lab,,CVCL_AQ42,ATRT,Pediatric,Mixed,,,central_nervous_system,Female,Roberts (St Jude Hospital),,,CHLA06ATRT_SOFT_TISSUE,,,,,,MF-005-005,None,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001029,PT-NX1XUV,CHLA-10,CHLA10,14.0,Academic lab,,CVCL_6583,ES,Pediatric,Adherent,EWS_FLI,,lymph_node,Female,Children's Oncology Group,,,CHLA10_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001030,PT-S2RI1y,CHLA-218,CHLA218,,Academic lab,SIDM01538,CVCL_0B48,ES,Unknown,Mixed,,Primary,bone,Female,Children's Oncology Group,,,CHLA218_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001031,PT-nuzviS,CHLA-266,CHLA266,2.0,Academic lab,,CVCL_M149,ATRT,Pediatric,Adherent,,,soft_tissue,Female,Children's Oncology Group,,,CHLA266_SOFT_TISSUE,,,,,,MF-005-005,None,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001032,PT-ZMTtkN,CHLA-32,CHLA32,8.0,Academic lab,,CVCL_M151,ES,Pediatric,Adherent,EWS_FLI,Primary,bone,Female,Children's Oncology Group,,,CHLA32_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001033,PT-FSTNvW,CHLA-57,CHLA57,,Academic lab,,CVCL_0B49,PNET,Pediatric,Suspension,,Unknown,Unknown,Unknown,Children's Oncology Group,,,CHLA57_BONE,,,,,,MF-005-005,None,PNET,Primitive Neuroectodermal Tumor,Embryonal Tumor,CNS/Brain
ACH-001034,PT-NX1XUV,CHLA-9,CHLA9,14.0,Academic lab,,CVCL_M150,ES,Pediatric,Adherent,EWS_FLI,Primary,bone,Female,Children's Oncology Group,,,CHLA9_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001035,PT-VYA17t,CHLA-99,CHLA99,,Academic lab,,CVCL_0B50,ES,Pediatric,Suspension,EWS_FLI,Primary,bone,Male,Children's Oncology Group,,,CHLA99_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001036,PT-XYdNvp,CMK-11-5,CMK115,0.0,Commercial,SIDM01235,CVCL_0217,MLADS,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,HSRRB,,,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,MLADS,Myeloid Leukemia Associated with Down Syndrome,Acute Myeloid Leukemia,Myeloid
ACH-001037,PT-XYdNvp,CMK-86,CMK86,0.0,Commercial,,CVCL_2804,MLADS,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,HSRRB from academic lab?,,,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,MLADS,Myeloid Leukemia Associated with Down Syndrome,Acute Myeloid Leukemia,Myeloid
ACH-001038,PT-Wd5HrW,COG-E-352,COGE352,17.0,Academic lab,,CVCL_M153,ES,Pediatric,Mixed,EWS_ERG,,haematopoietic_and_lymphoid_tissue,Male,Children's Oncology Group,,,COGE352_BONE,,,,,,MF-005-005,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001039,PT-BLAWlD,COLO 205,COLO205,70.0,Commercial,SIDM00826,CVCL_0218,COAD,Adult,Mixed,,Metastatic,ascites,Male,ATCC,,,COLO205_LARGE_INTESTINE,905961.0,,1687.0,,,,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001041,PT-rXLMnY,CHL-1-DM,CHL1DM,36.0,Commercial,SIDM00911,CVCL_1122,MEL,Adult,Adherent,,Metastatic,pleural_effusion,Female,DSMZ,,,CHL1DM_SKIN,,,,,,MF-001-001,None,MEL,Melanoma,Melanoma,Skin
ACH-001042,PT-8fO9EH,COLO-704,COLO704,50.0,Commercial,,CVCL_1994,UCEC,Adult,Suspension,,Metastatic,ascites,Female,DSMZ,,,COLO704_OVARY,,,,,,MF-001-001,None,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-001043,PT-pWj35D,COLO 775,COLO775,61.0,,SIDM01718,CVCL_1996,PCM,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,,,,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,SNP fingerprinting confirms that this line is a RPMI-8226 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,,None,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001044,PT-hf4hbl,COLO 818,COLO818,14.0,Commercial,SIDM01153,CVCL_1998,SKCM,Pediatric,Adherent,,Metastatic,skin,Male,DSMZ,,,COLO818_SKIN,,SNP fingerprinting confirms that this line is a COLO 800 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,,None,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-001045,PT-w6ABKA,COLO 849,COLO849,43.0,Commercial,,CVCL_2002,SKCM,Adult,Mixed,,Metastatic,lymph_node,Male,DSMZ,,,COLO849_SKIN,,,,,,,None,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-001047,PT-tvUqrj,COR-L51,CORL51,71.0,,SIDM01717,CVCL_2416,SCLC,Adult,Suspension,,Metastatic,pleural_effusion,Male,,,,CORL51_LUNG,,,,,,,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-001048,PT-gZt1Og,COV504,COV504,,Commercial,,CVCL_2424,SOC,Unknown,Adherent,,Metastatic,pleural_effusion,Female,ECACC,high_grade_serous,,COV504_OVARY,,,,,,MF-002-003,None,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001049,PT-Vc9FSH,CPC-N,CPCN,,Commercial,SIDM00953,CVCL_1146,SCLC,Unknown,Suspension,,Metastatic,pleural_effusion,Male,ATCC,,,CPCN_LUNG,753547.0,,292.0,,,,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-001050,PT-30CR5P,CW9019,CW9019,,Academic lab,,CVCL_N820,ARMS,Pediatric,Adherent,,,soft_tissue,Male,Matt Meyerson (Broad),alveolar,,CW9019_SOFT_TISSUE,,,,,,MF-002-001,None,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001052,PT-hiWFJs,D384,D384,1.0,Academic lab,,CVCL_1157,MBL,Pediatric,Mixed,MYC_amp,,central_nervous_system,Male,Cho (OHSU),med_group_3,,D384_CENTRAL_NERVOUS_SYSTEM,,,,,,,None,MBL,Medulloblastoma,Embryonal Tumor,CNS/Brain
ACH-001053,PT-HMzBz8,D425,D425,6.0,Academic lab,,CVCL_1275,MBL,Pediatric,Mixed,MYC_amp,Primary,central_nervous_system,Male,Cho (Ohio State University),med_group_3,,D425_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-006,None,MBL,Medulloblastoma,Embryonal Tumor,CNS/Brain
ACH-001054,PT-HMzBz8,D458,D458,6.0,Academic lab,,CVCL_1161,MBL,Pediatric,Mixed,MYC_amp,Primary,central_nervous_system,Male,Cho (Ohio State University),med_group_3,,D458_CENTRAL_NERVOUS_SYSTEM,,,,,,,None,MBL,Medulloblastoma,Embryonal Tumor,CNS/Brain
ACH-001055,PT-OKPPsO,D556,D556,7.0,Academic lab,,CVCL_1165,MBL,Pediatric,Mixed,,,central_nervous_system,Female,Cho (OHSU),,,D556_CENTRAL_NERVOUS_SYSTEM,,,,,,,None,MBL,Medulloblastoma,Embryonal Tumor,CNS/Brain
ACH-001057,PT-AyniWJ,DERL-2,DERL2,30.0,Academic lab,SIDM01509,CVCL_2016,HSTCL,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Male,Weinstock (DFCI),t_cell,,DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-053,None,HSTCL,Hepatosplenic T-cell Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001059,PT-uwRFH0,DL,DL,1.0,Academic lab,SIDM01507,CVCL_U760,ATRT,Pediatric,Unknown,,,soft_tissue,Male,Roberts (St Jude Hospital),,,DL_SOFT_TISSUE,,,,,,MF-001-001,None,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001060,PT-T0uF5o,DL-40,DL40,64.0,Academic lab,SIDM01506,CVCL_2889,ALCLALKN,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Female,,t_cell,,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-020,None,ALCLALKN,Anaplastic Large-Cell Lymphoma ALK Negative,Non-Hodgkin Lymphoma,Lymphoid
ACH-001061,PT-i0VYNQ,DLD-1,DLD1,67.0,Commercial,SIDM00787,CVCL_0248,COAD,Adult,Adherent,,Primary,large_intestine,Male,ATCC,,CCL-221,DLD1_LARGE_INTESTINE,,,,,,MF-001-001,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001063,PT-zAzHh6,DOV13,DOV13,,Academic lab,SIDM00969,CVCL_6774,SOC,Unknown,Unknown,,Primary,ovary,Female,Received from CCLE; originally academic lab,,,DOV13_OVARY,1479987.0,,1897.0,,,,None,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001064,PT-Lz3i3Q,EB-2,EB2,7.0,Commercial,SIDM00863,CVCL_1186,BL,Pediatric,Suspension,,,lymph_node,Female,ATCC,b_cell_burkitt,HTB-61,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906846.0,,873.0,,Unknown,MF-001-001,None,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001065,PT-gYTQ41,Evsa-T,EVSAT,58.0,,SIDM01042,CVCL_1207,ILC,Adult,Adherent,,Metastatic,ascites,Female,,,,EVSAT_BREAST,906862.0,,1863.0,,,,None,ILC,Breast Invasive Lobular Carcinoma,Invasive Breast Carcinoma,Breast
ACH-001066,PT-9bfdpD,EWS-834,EWS834,,,SIDM01713,CVCL_AW95,ES,Unknown,Unknown,,Primary,bone,Unknown,,,,EWS834_BONE,,,,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001067,PT-0woxaX,F5,F5,,Academic lab,,CVCL_V616,MNG,Unknown,Adherent,,Primary,central_nervous_system,Male,Dunn (BWH),,,F5_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-001-001,None,MNG,Meningioma,Meningothelial Tumor,CNS/Brain
ACH-001068,PT-QyZnxn,FE-PD,FEPD,46.0,Academic lab,SIDM01496,CVCL_H614,ALCLALKN,Adult,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,,t_cell,,FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,ALCLALKN,Anaplastic Large-Cell Lymphoma ALK Negative,Non-Hodgkin Lymphoma,Lymphoid
ACH-001071,PT-c34xau,GLC-82,GLC82,30.0,Commercial,,CVCL_3371,ECAD,Adult,Adherent,,Primary,cervix,Female,ICLC,NSCLC_adenocarcinoma,,GLC82_LUNG,,This line is a HeLa derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,,None,ECAD,Endocervical Adenocarcinoma,Cervical Adenocarcinoma,Cervix
ACH-001072,PT-tXqEg0,GR-M,GRM,36.0,,SIDM00468,CVCL_2451,PAAD,Adult,Adherent,,Primary,pancreas,Male,,exocrine_adenocarcinoma,,GRM_SKIN,,SNP fingerprinting confirms that this line is a PSN1 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-001075,PT-nKyqod,NCI-H292,NCIH292,32.0,Commercial,SIDM00493,CVCL_0455,LUMEC,Adult,Adherent,,Metastatic,lymph_node,Female,ATCC,NSCLC_mucoepidermoid,CRL-1848,NCIH292_LUNG,753604.0,,935.0,,,MF-001-001,None,LUMEC,Mucoepidermoid Carcinoma of the Lung,Non-Small Cell Lung Cancer,Lung
ACH-001079,PT-gjIBeG,HCC1897,HCC1897,47.0,Academic lab,SIDM01814,CVCL_V578,LUSC,Adult,Unknown,,Primary,lung,Male,Matt Meyerson (Broad),NSCLC_squamous,,HCC1897_LUNG,,,,,,,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-001081,PT-JITDXL,HCC2998,HCC2998,,,SIDM00118,CVCL_1266,COAD,Unknown,Unknown,,Primary,large_intestine,Unknown,,,,HCC2998_LARGE_INTESTINE,905971.0,,43.0,,,,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001084,PT-i0VYNQ,HCT-8,HCT8,67.0,,SIDM00786,CVCL_2478,COAD,Adult,Adherent,,,large_intestine,Male,,,,HCT8_LARGE_INTESTINE,,,,,,,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001086,PT-c34xau,HeLa,HELA,30.0,Commercial,SIDM00846,CVCL_0030,ECAD,Adult,Adherent,,Primary,cervix,Female,ATCC,,,HELA_CERVIX,1298134.0,,1799.0,,,MF-006-001,None,ECAD,Endocervical Adenocarcinoma,Cervical Adenocarcinoma,Cervix
ACH-001087,PT-RKrVql,HK-2,HK2,,Academic lab,SIDM01818,CVCL_0302,ZIMMEKC,Adult,Adherent,,,kidney,Male,Bill Kaelin (DFCI),,,HK2_KIDNEY,,,,,,,None,,Immortalized Embyonic Kidney Cells,Non-Cancerous,Kidney
ACH-001088,PT-Qd4EkU,HLC-1,HLC1,,,,CVCL_5529,LUAD,Unknown,Adherent,,Metastatic,pleural_effusion,Unknown,,NSCLC_adenocarcinoma,,HLC1_LUNG,,,,,,,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-001089,PT-saZI6H,HLE,HLE,68.0,Commercial,SIDM00064,CVCL_1281,HCC,Adult,Adherent,,Primary,liver,Male,HSRRB,,,HLE_LIVER,907057.0,,311.0,,,,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-001090,PT-yu1MA4,HN,HN,60.0,Commercial,SIDM01061,CVCL_1283,OCSC,Adult,Adherent,,Metastatic,lymph_node,Male,DSMZ,oral,,HN_UPPER_AERODIGESTIVE_TRACT,907059.0,,1060.0,,,,None,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001091,PT-i0VYNQ,HRT18,HRT18,67.0,,SIDM00788,CVCL_2514,COAD,Adult,Adherent,MSI,Primary,large_intestine,Male,,,,HRT18_LARGE_INTESTINE,,,,,,,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001093,PT-KjAsFy,Hs 604.T,HS604T,21.0,Commercial,SIDM01706,CVCL_0816,ZFIBLYM,Adult,Adherent,,,lymph_node,Male,ATCC,,,HS604T_FIBROBLAST,,Originally annotated as 'Lymphocyte' but after analysis we believe this line is a fibroblast.,,,,MF-002-001,None,,Fibroblast,Non-Cancerous,Fibroblast
ACH-001094,PT-epgMPc,HTK-,HTK,13.0,Commercial,SIDM00805,CVCL_2522,OS,Pediatric,Adherent,,Unknown,Unknown,Female,ECACC,,,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,None,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-001096,PT-BarDvA,JR,JR,,Academic lab,,CVCL_RT33,ARMS,Pediatric,Adherent,,,soft_tissue,Unknown,Matt Meyerson (Broad),,,JR_SOFT_TISSUE,,,,,,MF-001-001,None,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001097,PT-Q8gcpV,KARPAS384,KARPAS384,48.0,Academic lab,SIDM01737,CVCL_2541,ATLL,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Male,,t_cell,,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-003,None,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001098,PT-htpobI,KCI-MOH1,KCIMOH1,64.0,Commercial,,CVCL_2090,PAAD,Adult,Adherent,,Primary,pancreas,Female,DSMZ,exocrine_adenocarcinoma,,KCIMOH1_PANCREAS,,SNP fingerprinting confirms that this line is a HPAC derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,MF-001-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-001099,PT-FynJTm,KD,KD,0.0,Academic lab,,CVCL_U757,ATRT,Pediatric,Adherent,,,soft_tissue,Female,Roberts (St Jude Hospital),,,KD_SOFT_TISSUE,,,,,,MF-001-001,None,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001100,PT-gWewrL,KHYG-1,KHYG1,45.0,Academic lab,SIDM01661,CVCL_2976,NKCLL,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Female,,,,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,None,NKCLL,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001101,PT-rg0sYD,KLM-1,KLM1,,Commercial,,CVCL_5146,PAAD,Unknown,Adherent,,Metastatic,liver,Male,RIKEN,exocrine_adenocarcinoma,,KLM1_PANCREAS,,,,,,,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-001106,PT-6djQUQ,KOPN-8,KOPN8,0.0,Commercial,SIDM01034,CVCL_1866,BLL,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,DSMZ,b_cell,ACC 552,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330933.0,,1206.0,,,MF-001-001,None,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001107,PT-cHU83i,KP-1N,KP1N,56.0,,SIDM00583,CVCL_3002,PAAD,Adult,Adherent,,Primary,pancreas,Male,,exocrine_adenocarcinoma,,KP1N_PANCREAS,1298216.0,SNP fingerprinting confirms that this line is a PANC-1 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,228.0,,,,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-001109,PT-c4rduD,KP-MRT-RY,KPMRTRY,0.0,Academic lab,,CVCL_7051,MRT,Pediatric,Adherent,,,soft_tissue,Male,Roberts (St Jude Hospital),,,KPMRTRY_SOFT_TISSUE,,,,,,MF-001-001,None,MRT,Rhabdoid Cancer,Rhabdoid Cancer,Kidney
ACH-001111,PT-glFbpW,L82,L82,24.0,Academic lab,,CVCL_2098,ALCLALKP,Adult,Suspension,,,pleural_effusion,Female,,t_cell,,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,ALCLALKP,Anaplastic Large-Cell Lymphoma ALK Positive,Non-Hodgkin Lymphoma,Lymphoid
ACH-001113,PT-ZglKg6,LC-1/sq-SF,LC1SQSF,69.0,Commercial,SIDM01226,CVCL_5480,LUSC,Adult,Adherent,,Primary,lung,Male,RIKEN,NSCLC_squamous,RCB0438,LC1SQSF_LUNG,,,,,,,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-001118,PT-DK2CQc,M059J,M059J,33.0,,SIDM00659,CVCL_0400,GB,Adult,Adherent,,Primary,central_nervous_system,Male,,,,M059J_CENTRAL_NERVOUS_SYSTEM,949094.0,,2225.0,,,,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001119,PT-eHvuQ3,Mac-2A,MAC2A,47.0,Academic lab,,CVCL_H637,ALCLALKN,Adult,Suspension,,Metastatic,skin,Male,,t_cell,,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-017,None,ALCLALKN,Anaplastic Large-Cell Lymphoma ALK Negative,Non-Hodgkin Lymphoma,Lymphoid
ACH-001121,PT-2VMIkL,MEC2,MEC2,61.0,Commercial,SIDM00827,CVCL_1871,CLLSLL,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,b_cell,,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,None,CLLSLL,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001122,PT-UdxRuH,MKL-1,MKL1,26.0,Academic lab,,CVCL_2600,MCC,Adult,Suspension,,Metastatic,lymph_node,Male,DeCaprio (DFCI),,,MKL1_SKIN,,,,,,MF-001-003,None,MCC,Merkel Cell Carcinoma,Merkel Cell Carcinoma,Skin
ACH-001123,PT-XXNGhi,MKL-2,MKL2,72.0,Academic lab,,CVCL_D027,MCC,Adult,Suspension,,,skin,Male,DeCaprio (DFCI),,,MKL2_SKIN,,,,,,MF-001-003,None,MCC,Merkel Cell Carcinoma,Merkel Cell Carcinoma,Skin
ACH-001125,PT-wrjyKM,MOG-G-CCM,MOGGCCM,,,SIDM00532,CVCL_2613,AASTR,Unknown,Adherent,,Primary,central_nervous_system,Unknown,,,,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,908144.0,,1383.0,,,,None,AASTR,Anaplastic Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-001126,PT-zDLyUv,MOG-G-UVW,MOGGUVW,,,SIDM00504,CVCL_2614,AASTR,Unknown,Adherent,,Primary,central_nervous_system,Male,,,,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,908145.0,,1543.0,,,,None,AASTR,Anaplastic Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-001127,PT-1559gB,MOLT-4,MOLT4,19.0,Commercial,SIDM00145,CVCL_0013,TLL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,ATCC,t_cell,,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,905958.0,,2227.0,,,MF-001-001,None,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001128,PT-u43maP,MON,MON,0.0,Academic lab,,CVCL_M846,ATRT,Pediatric,Adherent,,,soft_tissue,Male,Roberts (St Jude Hospital),,,MON_SOFT_TISSUE,,,,,,MF-001-001,None,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001129,PT-ej13Dz,MONO-MAC-1,MONOMAC1,64.0,Commercial,SIDM01022,CVCL_1425,AMOL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,ACC 252,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-052,None,AMOL,Acute Monoblastic/Monocytic Leukemia,Acute Myeloid Leukemia,Myeloid
