From	To
P37198	ENSP00000468842.2
P37198	ENSP00000473192.1
P37198	ENSP00000515009.1
P37198	ENSP00000515013.1
P37198	ENSP00000468884.2
P37198	ENSP00000515011.1
P37198	ENSP00000468839.2
P37198	ENSP00000515006.1
P37198	ENSP00000515007.1
P37198	ENSP00000515008.1
P37198	ENSP00000515010.1
P37198	ENSP00000515012.1
P37198	ENSP00000515014.1
Q99567	ENSP00000458954.1
Q7Z3B4	ENSP00000264883.3
Q7Z3B4	ENSP00000421304.1
Q9BVL2	ENSP00000371137.3
Q9BVL2	ENSP00000371155.3
Q9BVL2	ENSP00000418555.1
P35658	ENSP00000352400.5
P35658	ENSP00000396576.2
P55735	ENSP00000336566.4
P55735	ENSP00000312122.4
P55735	ENSP00000373312.2
P55735	ENSP00000380298.3
Q8WUM0	ENSP00000261396.3
P52948	ENSP00000316032.7
P52948	ENSP00000347404.3
P52948	ENSP00000352091.5
P52948	ENSP00000380199.4
P52948	ENSP00000380202.4
P52948	ENSP00000515094.1
Q8NFH3	ENSP00000342262.2
Q8NFH3	ENSP00000356374.4
P49792	ENSP00000283195.6
P57740	ENSP00000229179.4
P57740	ENSP00000368185.2
P57740	ENSP00000441448.1
Q12769	ENSP00000431495.1
Q12769	ENSP00000511549.1
Q9BW27	ENSP00000245544.4
Q8NFH4	ENSP00000251074.1
Q8NFH4	ENSP00000448054.1
Q8WYP5	ENSP00000355465.1
Q8WYP5	ENSP00000355464.1
Q8WYP5	ENSP00000497061.2
O75694	ENSP00000231498.3
O75694	ENSP00000371265.2
Q5SRE5	ENSP00000361658.2
Q8NFH5	ENSP00000295119.4
Q8NFH5	ENSP00000387305.1
Q96EE3	ENSP00000262124.10
Q96EE3	ENSP00000382779.1
Q8TAG9	ENSP00000260762.6
Q8TAG9	ENSP00000360607.4
Q8TAG9	ENSP00000500529.1
Q8TAG9	ENSP00000500468.1
O00471	ENSP00000484855.1
Q9NV70	ENSP00000326514.7
Q9NV70	ENSP00000334431.6
Q9NV70	ENSP00000370695.2
Q96KP1	ENSP00000230449.4
Q96A65	ENSP00000253861.4
Q96A65	ENSP00000376868.2
Q9Y2D4	ENSP00000272427.7
Q9P2L0	ENSP00000281405.5
Q9P2L0	ENSP00000314444.5
Q96FT9	ENSP00000238628.6
Q96FT9	ENSP00000324177.6
Q96FT9	ENSP00000440064.1
Q96FT9	ENSP00000451096.1
Q9HBG6	ENSP00000296266.3
Q9HBG6	ENSP00000323973.3
Q9HBG6	ENSP00000324005.4
Q9HBG6	ENSP00000324165.3
Q9HBG6	ENSP00000425536.1
Q9HBG6	ENSP00000510168.1
Q9HBG6	ENSP00000509186.1
Q96RY7	ENSP00000354895.5
Q96RY7	ENSP00000406012.2
Q7Z4L5	ENSP00000243344.7
Q7Z4L5	ENSP00000506276.1
Q7Z4L5	ENSP00000506400.1
Q8NEZ3	ENSP00000382717.3
Q9NQC8	ENSP00000264020.2
Q9NQC8	ENSP00000264021.3
Q9Y366	ENSP00000362121.3
Q9Y366	ENSP00000362130.4
Q96AJ1	ENSP00000460889.1
Q96AJ1	ENSP00000460850.1
Q9NWB7	ENSP00000264538.3
Q8TDR0	ENSP00000362424.4
Q8TDR0	ENSP00000375851.3
Q96LB3	ENSP00000369402.5
Q96LB3	ENSP00000393907.2
Q96LB3	ENSP00000389224.1
Q96LB3	ENSP00000404122.1
Q8IY31	ENSP00000350570.3
Q8IY31	ENSP00000378809.3
Q8IY31	ENSP00000463322.1
Q8IY31	ENSP00000464443.1
Q8IY31	ENSP00000463138.1
Q9P2H3	ENSP00000312778.7
Q9P2H3	ENSP00000418196.1
Q9P2H3	ENSP00000420646.1
Q13099	ENSP00000323580.6
Q13099	ENSP00000261632.5
Q8WYA0	ENSP00000242591.5
Q8WYA0	ENSP00000355372.4
Q8WYA0	ENSP00000449718.1
Q9Y547	ENSP00000194214.5
A0AVF1	ENSP00000339135.4
A0AVF1	ENSP00000410655.1
A0AVF1	ENSP00000419279.1
Q9UG01	ENSP00000260570.3
Q9UG01	ENSP00000352443.6
Q9UG01	ENSP00000502275.1
Q9BW83	ENSP00000343593.5
Q9BW83	ENSP00000393541.2
P78537	ENSP00000447537.1
Q6QNY1	ENSP00000359398.2
Q6QNY1	ENSP00000410865.1
Q6QNY1	ENSP00000481847.1
O95295	ENSP00000357674.5
Q9BQD3	ENSP00000222307.3
Q9BQD3	ENSP00000438903.1
Q9BQD3	ENSP00000443549.1
Q9BQD3	ENSP00000471554.1
Q9BQD3	ENSP00000468990.1
Q9BQD3	ENSP00000472678.1
Q9BQD3	ENSP00000472836.1
Q96GS4	ENSP00000373669.4
Q9NQG7	ENSP00000338457.5
Q9NQG7	ENSP00000381213.2
Q9NQG7	ENSP00000384185.3
Q9NQG7	ENSP00000514223.1
Q9NQG7	ENSP00000514221.1
Q92902	ENSP00000326649.6
Q92902	ENSP00000343638.5
Q92902	ENSP00000355310.4
Q92902	ENSP00000514153.1
Q92902	ENSP00000514157.1
Q92902	ENSP00000514159.1
Q92902	ENSP00000514162.1
Q9UPZ3	ENSP00000265967.5
Q9UPZ3	ENSP00000379552.3
Q9UPZ3	ENSP00000399590.2
Q9UPZ3	ENSP00000500370.1
Q9UPZ3	ENSP00000500042.1
Q9UPZ3	ENSP00000499956.1
Q86YV9	ENSP00000299238.5
P08123	ENSP00000297268.6
P08572	ENSP00000353654.5
P08572	ENSP00000383027.4
P02462	ENSP00000364979.4
P02462	ENSP00000443348.1
Q14031	ENSP00000334733.7
Q14031	ENSP00000361290.4
P29400	ENSP00000331902.7
P29400	ENSP00000354505.2
P27658	ENSP00000261037.3
P27658	ENSP00000273342.3
P27658	ENSP00000498483.1
P25067	ENSP00000305913.4
P25067	ENSP00000380901.1
P12107	ENSP00000302551.6
P12107	ENSP00000351163.2
P12107	ENSP00000359114.3
P12107	ENSP00000426533.1
P05997	ENSP00000364000.3
P11047	ENSP00000258341.3
P07942	ENSP00000222399.6
P03372	ENSP00000206249.3
P03372	ENSP00000342630.5
P03372	ENSP00000394721.2
P03372	ENSP00000405330.1
P03372	ENSP00000387500.1
Q13131	ENSP00000346148.3
Q13131	ENSP00000380317.2
Q9Y478	ENSP00000229328.5
Q9Y478	ENSP00000441369.1
P54619	ENSP00000323867.5
P54619	ENSP00000447433.1
P54619	ENSP00000448972.1
Q04637	ENSP00000343450.4
Q04637	ENSP00000316879.5
Q04637	ENSP00000317600.8
Q04637	ENSP00000338020.4
Q04637	ENSP00000371767.3
Q04637	ENSP00000376320.2
Q04637	ENSP00000391935.1
Q04637	ENSP00000416255.1
Q04637	ENSP00000411826.2
Q14240	ENSP00000326381.5
Q14240	ENSP00000398370.2
P06730	ENSP00000280892.6
P06730	ENSP00000389624.2
P06730	ENSP00000425561.1
P60842	ENSP00000293831.8
P60842	ENSP00000463486.1
O43432	ENSP00000264211.7
O43432	ENSP00000349386.3
O43432	ENSP00000364071.3
O43432	ENSP00000507819.1
O43432	ENSP00000509941.1
Q96BD8	ENSP00000285116.3
Q96BD8	ENSP00000381470.1
Q96BD8	ENSP00000397222.1
Q96BD8	ENSP00000458992.1
Q96BD8	ENSP00000478259.1
Q96BD8	ENSP00000488815.1
Q8IX90	ENSP00000298260.4
Q8IX90	ENSP00000319417.5
Q8IX90	ENSP00000382896.3
Q8WVK7	ENSP00000333433.7
Q8WVK7	ENSP00000411231.2
Q9H081	ENSP00000370557.3
Q9H081	ENSP00000461252.1
Q9H081	ENSP00000484532.1
Q6P1K2	ENSP00000357256.4
Q6P1K2	ENSP00000357260.3
Q6P1K2	ENSP00000357262.3
Q8NG31	ENSP00000335463.6
Q8NG31	ENSP00000382576.3
O95229	ENSP00000354921.6
O95229	ENSP00000363055.3
O95229	ENSP00000378801.1
Q8N2Z9	ENSP00000308583.2
Q9BU64	ENSP00000260662.1
Q9BU64	ENSP00000370214.2
Q9BU64	ENSP00000417787.1
A8MT69	ENSP00000302951.6
A8MT69	ENSP00000376168.3
A8MT69	ENSP00000462015.1
Q9H3R5	ENSP00000283006.2
Q6IPU0	ENSP00000364729.3
Q6IPU0	ENSP00000364737.3
Q6IPU0	ENSP00000516797.1
Q6IPU0	ENSP00000516799.1
Q9BS16	ENSP00000242872.3
Q9BS16	ENSP00000379911.1
Q9BS16	ENSP00000422421.1
P08648	ENSP00000293379.4
P05556	ENSP00000303351.3
P05556	ENSP00000379350.2
P05556	ENSP00000404546.3
P05556	ENSP00000388694.1
P05556	ENSP00000398029.2
P05556	ENSP00000504641.1
P05556	ENSP00000502979.1
P05556	ENSP00000504508.1
P05556	ENSP00000503546.1
P05556	ENSP00000504205.1
P05556	ENSP00000503538.1
P05556	ENSP00000503916.1
P05556	ENSP00000504444.1
P05556	ENSP00000502882.1
P08514	ENSP00000262407.5
P05106	ENSP00000452786.2
P05106	ENSP00000513002.1
Q99623	ENSP00000412856.1
Q99623	ENSP00000441875.1
P35232	ENSP00000300408.3
P35232	ENSP00000393320.3
P35232	ENSP00000426433.3
P35232	ENSP00000425035.2
P35232	ENSP00000422182.3
P35232	ENSP00000479488.1
P35232	ENSP00000484113.1
P35232	ENSP00000512581.1
Q9UGJ0	ENSP00000287878.3
Q9UGJ0	ENSP00000376549.2
Q9UGJ0	ENSP00000387386.2
Q9UGJ0	ENSP00000419493.2
Q9UGJ0	ENSP00000499103.1
Q9UGJ0	ENSP00000498796.1
Q9UGJ0	ENSP00000499025.1
P54646	ENSP00000360290.4
O43741	ENSP00000254101.3
Q9UMS4	ENSP00000227524.4
Q9P013	ENSP00000475615.2
Q8WYA6	ENSP00000355050.6
Q8WYA6	ENSP00000362568.1
Q8WYA6	ENSP00000362572.1
Q8WYA6	ENSP00000487198.1
Q99459	ENSP00000360532.3
P11142	ENSP00000227378.3
P11142	ENSP00000404372.2
P11142	ENSP00000437125.1
P11142	ENSP00000432083.1
O43660	ENSP00000303191.5
O43660	ENSP00000424417.1
O75934	ENSP00000358554.3
Q04206	ENSP00000311508.9
Q04206	ENSP00000384273.3
P19838	ENSP00000226574.4
P19838	ENSP00000378297.4
P19838	ENSP00000424790.1
P19838	ENSP00000423877.2
Q00653	ENSP00000189444.6
Q00653	ENSP00000358983.3
Q00653	ENSP00000410256.1
Q00653	ENSP00000498308.1
Q00653	ENSP00000499294.1
Q04864	ENSP00000295025.7
Q04864	ENSP00000377989.4
Q01201	ENSP00000221452.7
Q9UGI9	ENSP00000397133.3
Q9UGI9	ENSP00000436068.1
Q15006	ENSP00000220853.3
O43402	ENSP00000253457.3
O43402	ENSP00000391730.1
Q9BV81	ENSP00000248378.4
Q9BV81	ENSP00000380322.1
Q8N4V1	ENSP00000306220.2
Q8N4V1	ENSP00000505226.1
Q9Y3B6	ENSP00000216799.4
Q9Y3B6	ENSP00000403210.2
Q9Y3B6	ENSP00000494976.1
Q9Y3B6	ENSP00000495623.1
Q13241	ENSP00000338130.4
Q13241	ENSP00000310929.7
Q13241	ENSP00000371333.4
P26717	ENSP00000371327.2
Q07444	ENSP00000371328.2
Q07444	ENSP00000379716.3
P26012	ENSP00000222573.3
P26012	ENSP00000441561.1
P06756	ENSP00000261023.3
P06756	ENSP00000364042.3
P06756	ENSP00000404291.2
P26010	ENSP00000267082.4
P26010	ENSP00000408741.3
P26010	ENSP00000455374.2
P13612	ENSP00000340149.4
P13612	ENSP00000380227.2
P20702	ENSP00000268296.5
P05107	ENSP00000347279.4
P05107	ENSP00000380948.2
P05107	ENSP00000380950.1
P05107	ENSP00000380955.1
P05107	ENSP00000498780.1
Q9BPX6	ENSP00000354415.5
Q9BPX6	ENSP00000381747.4
Q9BPX6	ENSP00000402470.2
Q9BPX6	ENSP00000489563.1
Q8NE86	ENSP00000349680.6
Q8NE86	ENSP00000362144.3
Q8NE86	ENSP00000440913.1
Q9H4I9	ENSP00000327467.3
Q9H4I9	ENSP00000459368.1
Q9H4I9	ENSP00000475471.1
Q9H4I9	ENSP00000485029.1
Q8IYU8	ENSP00000371811.4
Q86XE3	ENSP00000321455.5
Q9NWR8	ENSP00000378145.4
P42336	ENSP00000263967.3
P27986	ENSP00000323512.8
P27986	ENSP00000338554.5
P27986	ENSP00000513333.1
P27986	ENSP00000428056.1
P27986	ENSP00000429277.1
P27986	ENSP00000430098.1
P27986	ENSP00000513316.1
P27986	ENSP00000513319.1
P27986	ENSP00000513325.1
P42338	ENSP00000289153.2
P42338	ENSP00000418143.1
P42338	ENSP00000501150.1
O00459	ENSP00000222254.6
Q92569	ENSP00000262741.5
Q92569	ENSP00000361075.1
Q92569	ENSP00000412546.1
Q92569	ENSP00000391431.1
O00329	ENSP00000366563.4
O00329	ENSP00000513886.1
O00329	ENSP00000513889.1
O00329	ENSP00000513890.1
Q8WYR1	ENSP00000392812.1
Q8WYR1	ENSP00000462433.1
Q8WYR1	ENSP00000477795.1
Q8WYR1	ENSP00000484211.1
Q8WYR1	ENSP00000485280.1
P48736	ENSP00000352121.3
P48736	ENSP00000392258.2
P48736	ENSP00000419260.1
Q5UE93	ENSP00000480157.1
Q8WVM7	ENSP00000236698.5
Q8WVM7	ENSP00000372689.2
Q14683	ENSP00000323421.3
Q9UQE7	ENSP00000354720.5
O60216	ENSP00000297338.2
O60216	ENSP00000427923.2
O60216	ENSP00000430273.2
O60216	ENSP00000430524.2
O60216	ENSP00000429342.2
O60216	ENSP00000428158.2
O60216	ENSP00000509687.1
Q8N3U4	ENSP00000218089.9
Q8N3U4	ENSP00000360186.3
Q8N3U4	ENSP00000360187.4
Q8N3U4	ENSP00000360199.3
Q8N3U4	ENSP00000360202.1
Q8N3U4	ENSP00000397265.2
Q8N3U4	ENSP00000509048.1
Q96SB8	ENSP00000323439.4
Q96SB8	ENSP00000384539.1
Q96SB8	ENSP00000404092.2
Q9BQI6	ENSP00000265140.5
Q9BQI6	ENSP00000424232.1
Q8IY18	ENSP00000354957.5
Q8N140	ENSP00000435619.1
Q8IX21	ENSP00000238961.3
Q8IX21	ENSP00000359292.3
Q8IX21	ENSP00000476379.1
Q96MF7	ENSP00000287437.3
Q96MF7	ENSP00000430668.1
Q96MG7	ENSP00000330694.4
Q96MG7	ENSP00000487893.1
Q8WV22	ENSP00000355077.4
O00232	ENSP00000348442.3
O00232	ENSP00000349667.4
O00231	ENSP00000261712.3
O00231	ENSP00000393185.2
O00231	ENSP00000497128.1
Q9UNM6	ENSP00000396937.2
Q9UNM6	ENSP00000436186.1
P51665	ENSP00000219313.4
O00487	ENSP00000386541.3
P25786	ENSP00000379676.2
P25786	ENSP00000414359.2
P25787	ENSP00000223321.4
P25788	ENSP00000216455.4
P25788	ENSP00000390491.2
P28066	ENSP00000271308.4
P28066	ENSP00000440618.1
P60900	ENSP00000261479.4
P60900	ENSP00000444844.1
P60900	ENSP00000452566.1
P60900	ENSP00000479620.1
Q15008	ENSP00000295901.4
Q15008	ENSP00000377952.2
Q15008	ENSP00000419227.1
Q15008	ENSP00000418695.1
Q13200	ENSP00000310129.4
Q13200	ENSP00000402618.1
Q13200	ENSP00000416028.1
P62333	ENSP00000401802.3
P35998	ENSP00000292644.3
P35998	ENSP00000391211.1
P35998	ENSP00000502939.1
P35998	ENSP00000503179.1
P35998	ENSP00000503663.1
P35998	ENSP00000504608.1
P43686	ENSP00000157812.1
P43686	ENSP00000413869.1
P43686	ENSP00000487367.1
P43686	ENSP00000485851.1
P28074	ENSP00000355325.6
P28074	ENSP00000395206.2
P28074	ENSP00000452424.1
P49721	ENSP00000362334.3
O14818	ENSP00000359895.3
O14818	ENSP00000359898.1
O14818	ENSP00000359910.4
P28070	ENSP00000290541.6
Q99436	ENSP00000259457.3
P25789	ENSP00000044462.7
P25789	ENSP00000402118.2
P25789	ENSP00000453887.1
P20618	ENSP00000262193.6
P49720	ENSP00000483688.1
P49720	ENSP00000483956.1
P17980	ENSP00000298852.3
P17980	ENSP00000481029.1
P62195	ENSP00000310572.6
P62195	ENSP00000364970.4
P62195	ENSP00000462495.1
P62195	ENSP00000463938.1
P62191	ENSP00000261303.8
P62191	ENSP00000445147.2
P48556	ENSP00000215071.4
Q99460	ENSP00000309474.6
Q99460	ENSP00000362738.4
Q99460	ENSP00000503068.1
P60896	ENSP00000248566.2
O43242	ENSP00000264639.4
Q16186	ENSP00000253003.2
Q16186	ENSP00000478877.1
Q16637	ENSP00000305857.5
Q16637	ENSP00000370083.4
Q16637	ENSP00000370117.5
Q16637	ENSP00000370118.4
Q16637	ENSP00000370119.4
Q16637	ENSP00000428128.1
Q16637	ENSP00000424926.1
Q16637	ENSP00000483768.1
Q16637	ENSP00000479279.1
Q16637	ENSP00000479920.1
Q16637	ENSP00000481427.1
Q16637	ENSP00000483515.1
Q16637	ENSP00000483819.1
Q16637	ENSP00000480906.1
Q16637	ENSP00000482966.1
Q16637	ENSP00000485595.1
Q16637	ENSP00000486152.1
Q16637	ENSP00000487421.1
Q16637	ENSP00000487029.1
Q16637	ENSP00000487015.1
Q16637	ENSP00000487206.1
Q9UHI6	ENSP00000358716.4
Q9UHI6	ENSP00000434085.1
Q9UHI6	ENSP00000505857.1
O14893	ENSP00000308533.7
Q9Y3F4	ENSP00000025399.6
Q9Y3F4	ENSP00000392270.2
Q9H840	ENSP00000270257.3
Q9H840	ENSP00000375813.1
Q9H840	ENSP00000466342.1
Q9H840	ENSP00000465704.1
Q8WXD5	ENSP00000281950.2
P57678	ENSP00000321706.5
P62318	ENSP00000215829.3
P62318	ENSP00000385266.1
P62314	ENSP00000300413.4
P62306	ENSP00000266735.5
P62308	ENSP00000272348.2
P62304	ENSP00000400591.2
P62316	ENSP00000342374.2
P62316	ENSP00000375798.2
P62316	ENSP00000465952.1
P62316	ENSP00000465216.1
P62316	ENSP00000466152.1
P14678	ENSP00000370746.3
P14678	ENSP00000412566.2
O15372	ENSP00000429931.1
P60228	ENSP00000220849.5
Q99613	ENSP00000332604.7
Q99613	ENSP00000378953.1
Q99613	ENSP00000456416.1
Q99613	ENSP00000457963.1
Q99613	ENSP00000457418.1
O00303	ENSP00000431800.1
O00303	ENSP00000499218.1
Q7L2H7	ENSP00000436787.1
Q7L2H7	ENSP00000436049.1
P55884	ENSP00000354125.4
P55884	ENSP00000380206.2
Q13347	ENSP00000503348.1
Q13347	ENSP00000504034.1
Q13347	ENSP00000503539.1
Q13347	ENSP00000504061.1
Q13347	ENSP00000502867.1
O75822	ENSP00000261868.5
O75822	ENSP00000414548.3
O75822	ENSP00000440221.1
Q14152	ENSP00000358140.3
O75821	ENSP00000253108.3
O15371	ENSP00000216190.8
O15371	ENSP00000385812.1
Q9Y262	ENSP00000371099.4
Q9Y262	ENSP00000485663.1
Q9Y262	ENSP00000499067.1
Q9UBQ5	ENSP00000248342.3
Q9UBQ5	ENSP00000438145.1
Q9UBQ5	ENSP00000489379.1
Q9UBQ5	ENSP00000489438.1
Q7Z434	ENSP00000413749.2
Q7Z434	ENSP00000401980.2
Q13114	ENSP00000376500.3
Q13114	ENSP00000445998.1
Q13114	ENSP00000454207.1
Q13114	ENSP00000514678.1
Q9UHD2	ENSP00000329967.5
Q9UHD2	ENSP00000498995.1
Q14164	ENSP00000464030.1
Q14164	ENSP00000462396.1
Q9H6S1	ENSP00000335609.6
Q9H6S1	ENSP00000391696.2
Q9H6S1	ENSP00000389577.1
Q9H6S1	ENSP00000419371.1
P43699	ENSP00000346879.6
P43699	ENSP00000429607.2
P43699	ENSP00000428341.1
P43699	ENSP00000429519.4
Q9NUT2	ENSP00000297504.6
Q9NUT2	ENSP00000351717.4
Q9NUT2	ENSP00000418271.1
Q9NUT2	ENSP00000438776.1
Q96ER9	ENSP00000379047.2
Q96ER9	ENSP00000401194.2
Q96ER9	ENSP00000392898.1
Q96ER9	ENSP00000412300.1
Q9NXX6	ENSP00000358013.5
Q9NXX6	ENSP00000358019.3
Q92844	ENSP00000259075.2
Q92844	ENSP00000376505.2
Q92844	ENSP00000385983.1
A7MCY6	ENSP00000354777.3
A7MCY6	ENSP00000462339.2
Q8IV16	ENSP00000480053.1
P06858	ENSP00000497642.1
Q9H8Y8	ENSP00000234160.4
Q9H2G9	ENSP00000327541.2
Q9H2G9	ENSP00000356781.3
Q9H2G9	ENSP00000356782.3
P01222	ENSP00000256592.1
P01229	ENSP00000497294.2
Q9Y5J7	ENSP00000378588.2
Q9Y5J7	ENSP00000450638.1
Q9Y5J7	ENSP00000451198.1
Q9Y5J7	ENSP00000451006.1
Q9BSF4	ENSP00000270502.5
Q9Y584	ENSP00000320236.2
Q9Y584	ENSP00000482204.1
Q9Y584	ENSP00000478463.1
P62072	ENSP00000257245.4
P62072	ENSP00000433627.1
P62072	ENSP00000435678.1
Q53H12	ENSP00000418789.1
Q53H12	ENSP00000458417.2
Q53H12	ENSP00000498112.1
Q53H12	ENSP00000497280.1
Q53H12	ENSP00000496789.1
Q9Y5J6	ENSP00000254616.6
Q9Y5J6	ENSP00000436948.1
Q3ZCQ8	ENSP00000445806.2
Q3ZCQ8	ENSP00000475531.1
Q9BVV7	ENSP00000169551.6
Q99595	ENSP00000356256.4
Q9HAV7	ENSP00000264954.4
O14925	ENSP00000464522.3
P38646	ENSP00000297185.3
O60830	ENSP00000365766.3
O60830	ENSP00000379999.3
O60830	ENSP00000477073.1
O60830	ENSP00000512416.1
O60830	ENSP00000518046.1
O60830	ENSP00000518047.1
O60830	ENSP00000518048.1
O60830	ENSP00000518049.1
Q9Y5L4	ENSP00000215570.2
O60220	ENSP00000361993.3
Q9Y5J9	ENSP00000422122.2
P49815	ENSP00000219476.3
P49815	ENSP00000344383.4
P49815	ENSP00000371978.6
P49815	ENSP00000384468.2
P49815	ENSP00000399232.2
P49815	ENSP00000494514.1
P49815	ENSP00000496262.1
Q92574	ENSP00000298552.3
Q92574	ENSP00000495533.2
Q92574	ENSP00000496691.1
Q92574	ENSP00000495158.1
Q92574	ENSP00000495830.2
Q92574	ENSP00000496263.1
Q9P0N9	ENSP00000343100.4
Q9P0N9	ENSP00000348813.4
Q9P0N9	ENSP00000368602.3
Q9P0N9	ENSP00000368609.2
Q9P0N9	ENSP00000475727.1
Q9Y4R8	ENSP00000262319.6
Q6NXR4	ENSP00000353971.5
Q6NXR4	ENSP00000411169.3
Q6NXR4	ENSP00000478396.1
O43156	ENSP00000362546.3
O43156	ENSP00000362547.2
O43156	ENSP00000407270.1
Q9NQP4	ENSP00000360473.2
Q99471	ENSP00000243040.6
Q99471	ENSP00000334188.4
Q99471	ENSP00000266964.4
Q99471	ENSP00000447942.1
Q99471	ENSP00000517421.1
Q99471	ENSP00000517425.1
Q99471	ENSP00000517428.1
Q99471	ENSP00000517429.1
Q9UHV9	ENSP00000356989.3
O15212	ENSP00000363734.5
O15212	ENSP00000363735.1
O15212	ENSP00000363738.2
O15212	ENSP00000372694.2
O15212	ENSP00000378563.1
O15212	ENSP00000382314.3
O15212	ENSP00000382316.1
O15212	ENSP00000402212.1
O15212	ENSP00000395462.2
O15212	ENSP00000402553.1
O15212	ENSP00000400152.2
O15212	ENSP00000404773.1
O15212	ENSP00000398171.1
O15212	ENSP00000403771.1
O15212	ENSP00000415678.1
O15212	ENSP00000412319.2
O15212	ENSP00000449925.1
O15212	ENSP00000448784.1
O15212	ENSP00000447540.1
O15212	ENSP00000448607.1
O60925	ENSP00000261813.4
P61758	ENSP00000286428.5
P61758	ENSP00000438694.1
P61758	ENSP00000486053.1
P25705	ENSP00000282050.2
P25705	ENSP00000381736.5
P25705	ENSP00000467037.1
P25705	ENSP00000465477.2
P36542	ENSP00000338568.4
P36542	ENSP00000349142.7
P06576	ENSP00000262030.3
P56381	ENSP00000243997.3
P56381	ENSP00000379019.1
P56381	ENSP00000379023.1
P30049	ENSP00000215375.1
P30049	ENSP00000378995.1
P30049	ENSP00000464863.1
Q9Y5U8	ENSP00000354223.6
O95563	ENSP00000271373.4
O95563	ENSP00000356820.4
Q7L0Y3	ENSP00000312356.6
Q99714	ENSP00000168216.6
Q99714	ENSP00000364453.5
P08603	ENSP00000356399.4
P48740	ENSP00000169293.6
P48740	ENSP00000296280.7
P48740	ENSP00000336792.5
P48740	ENSP00000376264.2
P48740	ENSP00000517061.1
P48740	ENSP00000517062.1
P48740	ENSP00000517063.1
P48740	ENSP00000517064.1
Q16740	ENSP00000245816.3
O76031	ENSP00000300107.3
O00187	ENSP00000383690.3
O00187	ENSP00000383691.3
P03951	ENSP00000384957.2
P00748	ENSP00000253496.3
P08709	ENSP00000329546.4
P08709	ENSP00000364731.3
Q96JC1	ENSP00000326534.5
Q96JC1	ENSP00000335193.5
Q9P253	ENSP00000220509.5
Q9H269	ENSP00000369810.3
Q9H269	ENSP00000369836.3
P49754	ENSP00000309457.4
P49754	ENSP00000379297.2
Q96AX1	ENSP00000267199.3
Q8WUH2	ENSP00000377027.2
Q8WUH2	ENSP00000471434.2
Q8N3P4	ENSP00000404704.2
Q8N3P4	ENSP00000405483.2
Q8N3P4	ENSP00000487164.1
P00742	ENSP00000364709.3
P12259	ENSP00000356771.3
P00734	ENSP00000308541.5
P04070	ENSP00000234071.4
P05160	ENSP00000356382.2
P05160	ENSP00000517743.1
P00488	ENSP00000264870.3
Q9H9C1	ENSP00000313098.5
Q9H9C1	ENSP00000339122.2
Q9H9C1	ENSP00000404815.2
Q9H9C1	ENSP00000452181.1
Q9H9C1	ENSP00000452191.1
Q9H267	ENSP00000327650.4
Q96T52	ENSP00000329553.3
Q96T52	ENSP00000384966.2
Q96T52	ENSP00000388327.1
Q96T52	ENSP00000399353.1
Q96LU5	ENSP00000278200.1
Q96LU5	ENSP00000435576.1
P55084	ENSP00000325136.5
P55084	ENSP00000442665.1
P40939	ENSP00000370023.3
P40939	ENSP00000496185.1
O15360	ENSP00000373952.3
O15360	ENSP00000373953.3
O15360	ENSP00000456829.1
O15360	ENSP00000512517.1
Q0VG06	ENSP00000333283.8
O15287	ENSP00000367910.4
O15287	ENSP00000409607.2
Q6NZ36	ENSP00000367804.2
Q6NZ36	ENSP00000367808.4
Q6NZ36	ENSP00000383709.3
Q6NZ36	ENSP00000410450.1
Q9NPI8	ENSP00000330875.3
Q9NW38	ENSP00000233741.5
Q9NW38	ENSP00000385021.3
Q8NB91	ENSP00000326819.3
Q8NB91	ENSP00000498215.1
Q8NB91	ENSP00000512550.1
Q8NB91	ENSP00000512577.1
Q8NB91	ENSP00000512578.1
Q9HB96	ENSP00000229769.2
Q00597	ENSP00000289081.3
Q00597	ENSP00000364454.1
Q9NVI1	ENSP00000300027.8
Q9NVI1	ENSP00000310842.8
Q9NVI1	ENSP00000458024.1
Q9NVI1	ENSP00000512832.1
Q9BXW9	ENSP00000287647.3
Q9BXW9	ENSP00000398754.1
Q9BXW9	ENSP00000399354.1
Q9BXW9	ENSP00000502379.1
Q9BTP7	ENSP00000466121.1
Q9BTP7	ENSP00000468475.1
Q9BTP7	ENSP00000514718.1
Q8IYD8	ENSP00000267430.5
Q8IYD8	ENSP00000442493.2
Q8IYD8	ENSP00000450596.1
Q8WX92	ENSP00000339495.6
Q9H3P2	ENSP00000372335.4
P18615	ENSP00000364574.5
P18615	ENSP00000364578.3
P18615	ENSP00000372660.4
P18615	ENSP00000372834.4
P18615	ENSP00000403623.2
P18615	ENSP00000388400.2
P18615	ENSP00000394879.2
P18615	ENSP00000393005.2
Q8IXH7	ENSP00000499018.1
Q9P2X0	ENSP00000344338.3
Q9P2X0	ENSP00000357384.1
Q9P2X0	ENSP00000357385.5
O60762	ENSP00000360644.5
Q9UJA5	ENSP00000203001.2
Q9UJA5	ENSP00000392070.2
Q96FX7	ENSP00000374399.4
Q14CX7	ENSP00000261745.4
P61599	ENSP00000311027.4
P61599	ENSP00000335636.4
Q9BXJ9	ENSP00000296543.4
P41227	ENSP00000359026.1
P41227	ENSP00000417763.1
Q6N069	ENSP00000368716.3
Q6N069	ENSP00000386103.3
Q6N069	ENSP00000432364.1
