GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_NAME_agg	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
431	embryonic stem cell-derived pancreatic cells	embryonic_stem_cell-derived_pancreatic_cells		Homo sapiens		EFO:0002966		stem cell	CL:0000034	EFO:0002966		NULL
870	YCC3 (gastric adenocarcinoma)	YCC3__gastric_adenocarcinoma_	CVCL_9657	Homo sapiens		EFO:0002880		cell line	CL:0000010	CVCL_9657		NULL
518	KATOIII (signet ring cell gastric adenocarcinoma)	KATOIII__signet_ring_cell_gastric_adenocarcinoma_	CVCL_0371	Homo sapiens		EFO:0002217		cell line	CL:0000010	CVCL_0371		NULL
372	Granta-519 (mantle cell lymphoma)	Granta-519__mantle_cell_lymphoma_	CVCL_1818	Homo sapiens	CLO:0003561	EFO:0005369		cell line	CL:0000010	CVCL_1818		NULL
379	H1-derived mesendodermal cells	H1-derived_mesendodermal_cells		Homo sapiens				cell line	CL:0000010			NULL
378	H1-derived mesenchymal stem cells	H1-derived_mesenchymal_stem_cells		Homo sapiens				cell line	CL:0000010	CL:0000134		NULL
380	H1-derived neuronal progenitors	H1-derived_neuronal_progenitors		Homo sapiens				cell line	CL:0000010			NULL
382	H1-derived trophectodermal cells	H1-derived_trophectodermal_cells		Homo sapiens				cell line	CL:0000010	CL:1000274		NULL
895	erythroid progenitors	erythroid_progenitors		Homo sapiens				stem cell	CL:0000034	BTO:0002731	BTO:0002731	NULL
894	erythroid cells	erythroid_cells		Homo sapiens				hematopoietic system	UBERON:0002390	CL:0000764		NULL
202	CyT49-derived endodermal cells	CyT49-derived_endodermal_cells		Homo sapiens				cell line	CL:0000010	CL:0000223		NULL
334	GM06170 (fetal skin fibroblasts)	GM06170__fetal_skin_fibroblasts_	CVCL_7456	Homo sapiens	CLO:0023567			cell line	CL:0000010	CVCL_7456		NULL
333	GM00011 (fetal skin fibroblasts)	GM00011__fetal_skin_fibroblasts_	CVCL_7267	Homo sapiens	CLO:0025204			cell line	CL:0000010	CVCL_7267		NULL
911	macrophages	macrophages		Homo sapiens				immune system	UBERON:0002405	CL:0000235		NULL
656	NCI-H660 (prostate carcinoma)	NCI-H660__prostate_carcinoma_	CVCL_1576	Homo sapiens	CLO:0008102			cell line	CL:0000010	CVCL_1576	BTO:0001970	NULL
735	pre-B acute lymphoblastic leukemia	pre-B_acute_lymphoblastic_leukemia		Homo sapiens				cancer	EFO:0000311	BTO:0001094		NULL
205	DAOY (medulloblastoma)	DAOY__medulloblastoma_	CVCL_1167	Homo sapiens	CLO:0002699	EFO:0005698		cell line	CL:0000010	CVCL_1167	BTO:0004328	NULL
720	PaTu8988S (pancreatic adenocarcinoma)	PaTu8988S__pancreatic_adenocarcinoma_	CVCL_1846	Homo sapiens				cell line	CL:0000010	CVCL_1846		NULL
309	Flp-In-T-REx-293 (embryonic kidney)	Flp-In-T-REx-293__embryonic_kidney_	CVCL_U427	Homo sapiens				cell line	CL:0000010	CVCL_U427		NULL
824	T3M-1 Cl-10 (oral cavity squamous cell carcinoma)	T3M-1_Cl-10__oral_cavity_squamous_cell_carcinoma_	CVCL_8761	Homo sapiens				cell line	CL:0000010	CVCL_8761		NULL
130	LNCaP C4-2 (prostate carcinoma)	LNCaP_C4-2__prostate_carcinoma_	CVCL_4782	Homo sapiens				cell line	CL:0000010	CVCL_4782	BTO:0005672	NULL
540	MCF-7aro Let-R (invasive ductal carcinoma)	MCF-7aro_Let-R__invasive_ductal_carcinoma_	CVCL_W348	Homo sapiens				cell line	CL:0000010	CVCL_W348		NULL
87	BEAS-2B (bronchial epithelium)	BEAS-2B__bronchial_epithelium_	CVCL_0168	Homo sapiens	CLO:0001925	EFO:0001089		cell line	CL:0000010	CVCL_0168		NULL
916	prostate	prostate		Homo sapiens			UBERON:0002367	prostate	UBERON:0002367	UBERON:0002367		NULL
435	prostate tumor	prostate_tumor		Homo sapiens				prostate	UBERON:0002367	BTO:0001130		NULL
544	LHSAR (prostate epithelial cells)	LHSAR__prostate_epithelial_cells_		Homo sapiens				cell line	CL:0000010			NULL
1143	iPSC (induced pluripotent stem cells)	iPSC__induced_pluripotent_stem_cells_		Homo sapiens		EFO:0004905		stem cell	CL:0000034	EFO:0004905		NULL
900	hepatocytes	hepatocytes		Homo sapiens	CL:0000182			liver	UBERON:0002107	CL:0000182		NULL
652	NCI-H1993 (lung adenocarcinoma)	NCI-H1993__lung_adenocarcinoma_	CVCL_1512	Homo sapiens	CLO:0008036	EFO:0002272		cell line	CL:0000010	CVCL_1512		NULL
654	NCI-H2347 (lung adenocarcinoma)	NCI-H2347__lung_adenocarcinoma_	CVCL_1550	Homo sapiens	CLO:0008074	EFO:0002287		cell line	CL:0000010	CVCL_1550	BTO:0005293	NULL
753	ovarian granulosa cells	ovarian_granulosa_cells		Homo sapiens				ovary	UBERON:0000992	BTO:0000542		NULL
620	monocyte-derived dendritic cells	monocyte-derived_dendritic_cells		Homo sapiens				immune system	UBERON:0002405	CL:0000451	BTO:0002900	NULL
588	MDA-MB-175VII (invasive ductal carcinoma)	MDA-MB-175VII__invasive_ductal_carcinoma_	CVCL_1400	Homo sapiens		EFO:0001208		cell line	CL:0000010	CVCL_1400		NULL
591	MDA-MB-468 (breast adenocarcinoma)	MDA-MB-468__breast_adenocarcinoma_	CVCL_0419	Homo sapiens	CLO:0007641	EFO:0001216		cell line	CL:0000010	CVCL_0419	BTO:0001570	NULL
412	HCC70 (ductal breast carcinoma)	HCC70__ductal_breast_carcinoma_	CVCL_1270	Homo sapiens	CLO:0003658	EFO:0001181		cell line	CL:0000010	CVCL_1270		NULL
754	ICN12 (primary pre-B acute lymphomablastic leukemia)	ICN12__primary_pre-B_acute_lymphomablastic_leukemia_		Homo sapiens				cell line	CL:0000010			NULL
621	MOLT3 (adult T acute lymphoblastic leukemia)	MOLT3__adult_T_acute_lymphoblastic_leukemia_	CVCL_0624	Homo sapiens		EFO:0005265		cell line	CL:0000010	CVCL_0624		NULL
439	hMADS-3 (adipose-derived stem cells)	hMADS-3__adipose-derived_stem_cells_		Homo sapiens				cell line	CL:0000010	BTO:0000443		NULL
820	SW1353 (chondrosarcoma)	SW1353__chondrosarcoma_	CVCL_0543	Homo sapiens	CLO:0009210	EFO:0002360		cell line	CL:0000010	CVCL_0543	BTO:0002003	NULL
821	SW480 (colon adenocarcinoma)	SW480__colon_adenocarcinoma_	CVCL_0546	Homo sapiens	CLO:0009218	EFO:0002083		cell line	CL:0000010	CVCL_0546	BTO:0000038	NULL
838	TSU-1621-MT (adult acute myeloid leukemia)	TSU-1621-MT__adult_acute_myeloid_leukemia_	CVCL_A455	Homo sapiens				cell line	CL:0000010	CVCL_A455		NULL
558	LTED (breast cancer)	LTED__breast_cancer_		Homo sapiens				cell line	CL:0000010			NULL
398	H9-derived mesodermal progenitors	H9-derived_mesodermal_progenitors		Homo sapiens				cell line	CL:0000010			NULL
269	CD34+ bone marrow cell-derived erythroid progenitors	CD34+_bone_marrow_cell-derived_erythroid_progenitors		Homo sapiens				bone marrow	UBERON:0002371	CL:0000038		NULL
465	HaCaT (keratinocytes)	HaCaT__keratinocytes_	CVCL_0038	Homo sapiens		EFO:0002056		cell line	CL:0000010	CVCL_0038	BTO:0000552	NULL
841	small cell lung carcinoma	small_cell_lung_carcinoma		Homo sapiens		EFO:0000702		cancer	EFO:0000311	BTO:0000189		NULL
842	non-small cell lung carcinoma	non-small_cell_lung_carcinoma		Homo sapiens		EFO:0003060		cancer	EFO:0000311	BTO:0002058		NULL
192	HCASMC (Human coronary artery smooth muscle cells)	HCASMC__Human_coronary_artery_smooth_muscle_cells_		Homo sapiens				vascular system	UBERON:0007798	CL:0002592	BTO:0002985	NULL
761	R1-AD1 (prostate cancer)	R1-AD1__prostate_cancer_		Homo sapiens				cell line	CL:0000010			NULL
762	R1-D567 (prostate cancer)	R1-D567__prostate_cancer_		Homo sapiens				cell line	CL:0000010			NULL
788	SF268 (astrocytoma )	SF268__astrocytoma__	CVCL_1689	Homo sapiens	CLO:0009902	EFO:0005451		cell line	CL:0000010	CVCL_1689	BTO:0003772	NULL
288	A673 (Ewing sarcoma)	A673__Ewing_sarcoma_	CVCL_0080	Homo sapiens	CLO:0001605	EFO:0002106		cell line	CL:0000010	CVCL_0080	BTO:0003768	NULL
201	CyT49 (embryonic stem cells)	CyT49__embryonic_stem_cells_	CVCL_B850	Homo sapiens		EFO:0007073		cell line	CL:0000010	CVCL_B850		NULL
27	501Mel-Cl8 (melanoma)	501Mel-Cl8__melanoma_		Homo sapiens				cell line	CL:0000010			NULL
26	501Mel (melanoma)	501Mel__melanoma_	CVCL_4633	Homo sapiens				cell line	CL:0000010	CVCL_4633	BTO:0002956	NULL
896	embryonic stem cell-derived neural progenitors	embryonic_stem_cell-derived_neural_progenitors		Homo sapiens				stem cell	CL:0000034			NULL
281	embryonic stem cell- derived mid radial glial neural progenitors	embryonic_stem_cell-_derived_mid_radial_glial_neural_progenitors		Homo sapiens				embryonic cell	CL:0002321			NULL
324	HSR-GBM1A (glioblastoma)	HSR-GBM1A__glioblastoma_	CVCL_DI57	Homo sapiens				cell line	CL:0000010	CVCL_DI57		NULL
325	HSR-GBM1B (glioblastoma)	HSR-GBM1B__glioblastoma_	CVCL_DI58	Homo sapiens				cell line	CL:0000010	CVCL_DI58		NULL
61	ALL-SIL (acute lymphoblastic leukemia)	ALL-SIL__acute_lymphoblastic_leukemia_	CVCL_1805	Homo sapiens	CLO:0037168			cell line	CL:0000010	CVCL_1805	BTO:0005360	NULL
152	CC-LP-1 (intrahepatic cholangiocarcinoma)	CC-LP-1__intrahepatic_cholangiocarcinoma_	CVCL_0205	Homo sapiens				cell line	CL:0000010	CVCL_0205		NULL
200	CWR22 (prostate carcinoma)	CWR22__prostate_carcinoma_	CVCL_3967	Homo sapiens				cell line	CL:0000010	CVCL_3967	BTO:0004594	NULL
692	OF4155 (neural progenitors)	OF4155__neural_progenitors_		Homo sapiens				cell line	CL:0000010			NULL
77	CP-A(Barrett esophagus epithelium)	CP-A_Barrett_esophagus_epithelium_	CVCL_C451	Homo sapiens				cell line	CL:0000010	CVCL_C451		NULL
617	MM1.RL (plasma cell myeloma)	MM1_RL__plasma_cell_myeloma_	CVCL_8794	Homo sapiens				cell line	CL:0000010	CVCL_8794		NULL
442	HMLER (mammary epithelial cells)	HMLER__mammary_epithelial_cells_		Homo sapiens				breast	UBERON:0000310	CL:0000066		NULL
407	HBL1 (diffuse large B-cell lymphoma)	HBL1__diffuse_large_B-cell_lymphoma_	CVCL_4213	Homo sapiens				cell line	CL:0000010	CVCL_4213		NULL
453	HT (diffuse large B-cell lymphoma)	HT__diffuse_large_B-cell_lymphoma_	CVCL_1290	Homo sapiens		EFO:0002200		cell line	CL:0000010	CVCL_1290		NULL
689	OCI-LY8 (diffuse large B-cell lymphoma)	OCI-LY8__diffuse_large_B-cell_lymphoma_	CVCL_8803	Homo sapiens				cell line	CL:0000010	CVCL_8803		NULL
835	TMD8 (diffuse large B-cell lymphoma)	TMD8__diffuse_large_B-cell_lymphoma_	CVCL_A442	Homo sapiens	CLO:0037272	EFO:0006496		cell line	CL:0000010	CVCL_A442		NULL
148	Calu-3 (lung adenocarcinoma)	Calu-3__lung_adenocarcinoma_	CVCL_0609	Homo sapiens	CLO:0002192			cell line	CL:0000010	CVCL_0609	BTO:0002750	NULL
24	451Lu (WM-451Lu, Melanoma)	451Lu__WM-451Lu__Melanoma_	CVCL_6357	Homo sapiens	CLO:0001373			cell line	CL:0000010	CVCL_6357	BTO:0003710	NULL
531	L1236 (Hodgkin lymphoma)	L1236__Hodgkin_lymphoma_	CVCL_2096	Homo sapiens				cell line	CL:0000010	CVCL_2096		NULL
786	NCI-H345 (small cell lung carcinoma)	NCI-H345__small_cell_lung_carcinoma_	CVCL_1558	Homo sapiens	CLO:0008084	EFO:0006692		cell line	CL:0000010	CVCL_1558	BTO:0003019	NULL
789	SGBS (Simpson Golabi Behmel syndrome type 1 adipocytes)	SGBS__Simpson_Golabi_Behmel_syndrome_type_1_adipocytes_	CVCL_GS28	Homo sapiens				cell line	CL:0000010	CVCL_GS28		NULL
807	subcutaneous white adipose tissue	subcutaneous_white_adipose_tissue		Homo sapiens				adipose tissue	UBERON:0001013	UBERON:0001347		NULL
697	pancreatic ductal adenocarcinoma	pancreatic_ductal_adenocarcinoma		Homo sapiens		EFO:0002517		cancer	EFO:0000311	BTO:0003081		NULL
890	CD8+ T-cells	CD8+_T-cells		Homo sapiens				immune system	UBERON:0002405	EFO:0004219		NULL
641	MV-4-11 (Childhood acute monocytic leukemia)	MV-4-11__Childhood_acute_monocytic_leukemia_	CVCL_0064	Homo sapiens				cell line	CL:0000010	CVCL_0064	BTO:0004479	NULL
724	stem cells from periferal blood	stem_cells_from_periferal_blood		Homo sapiens				blood	UBERON:0000178	CL:0002246	BTO:0002669	NULL
659	neonatal foreskin fibroblasts	neonatal_foreskin_fibroblasts		Homo sapiens				skin	UBERON:0002199	CL:0000057		NULL
520	Kelly (neuroblastoma)	Kelly__neuroblastoma_	CVCL_2092	Homo sapiens		EFO:0002069		cell line	CL:0000010	CVCL_2092		NULL
669	NGP (neuroblastoma)	NGP__neuroblastoma_	CVCL_2141	Homo sapiens	CLO:0037091			cell line	CL:0000010	CVCL_2141		NULL
261	epidermal stem cells	epidermal_stem_cells		Homo sapiens				stem cell	CL:0000034	CL:1000428	BTO:0005098	NULL
315	foreskin	foreskin		Homo sapiens		EFO:0001664		skin	UBERON:0002199	UBERON:0001471		NULL
864	WHIM12 (breast cancer)	WHIM12__breast_cancer_		Homo sapiens				cell line	CL:0000010			NULL
90	BicR (prostate cancer)	BicR__prostate_cancer_		Homo sapiens				cell line	CL:0000010			NULL
729	macrophages form periferal blood	macrophages_form_periferal_blood		Homo sapiens				blood	UBERON:0000178	CL:0000235		NULL
691	OECM1 (oral cavity squamous cell carcinoma)	OECM1__oral_cavity_squamous_cell_carcinoma_	CVCL_6782	Homo sapiens				cell line	CL:0000010	CVCL_6782	BTO:0003964	NULL
646	NALM-6 (adult B acute lymphoblastic leukemia)	NALM-6__adult_B_acute_lymphoblastic_leukemia_	CVCL_0092	Homo sapiens	CLO:0007938			cell line	CL:0000010	CVCL_0092	BTO:0003288	NULL
505	IVF-derived glioma stem cells	IVF-derived_glioma_stem_cells		Homo sapiens				cell line	CL:0000010			NULL
502	iPSC-derived neural progenitor cells	iPSC-derived_neural_progenitor_cells		Homo sapiens				stem cell	CL:0000034			NULL
471	stem and progenitor cells	stem_and_progenitor_cells		Homo sapiens	CL:0000034			stem cell	CL:0000034	CL:0000034		NULL
410	HCC1954 (ductal breast carcinoma)	HCC1954__ductal_breast_carcinoma_	CVCL_1259	Homo sapiens	CLO:0003647	EFO:0001175		cell line	CL:0000010	CVCL_1259	BTO:0005368	NULL
2538	primary prostate cancer	primary_prostate_cancer		Homo sapiens				cancer	EFO:0000311	BTO:0001130	BTO:0001130	NULL
794	SK-MEL-147 (melanoma)	SK-MEL-147__melanoma_	CVCL_3876	Homo sapiens				cell line	CL:0000010	CVCL_3876		NULL
454	HuCCT1 (intrahepatic cholangiocarcinoma)	HuCCT1__intrahepatic_cholangiocarcinoma_	CVCL_0324	Homo sapiens				cell line	CL:0000010	CVCL_0324	BTO:0003911	NULL
747	memory B-cells	memory_B-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000787		NULL
1507	HAP1 (chronic myelogenous leukemia)	HAP1__chronic_myelogenous_leukemia_	CVCL_Y019	Homo sapiens		EFO:0007598		cell line	CL:0000010	CVCL_Y019		NULL
637	MSTO-211H (pleural mesothelioma)	MSTO-211H__pleural_mesothelioma_	CVCL_1430	Homo sapiens	CLO:0007880	EFO:0002839		cell line	CL:0000010	CVCL_1430	BTO:0002425	NULL
383	NCI-H2107 (small cell lung carcinoma)	NCI-H2107__small_cell_lung_carcinoma_	CVCL_1527	Homo sapiens	CLO:0008051	EFO:0002278		cell line	CL:0000010	CVCL_1527		NULL
393	NCI-H889 (small cell lung carcinoma)	NCI-H889__small_cell_lung_carcinoma_	CVCL_1598	Homo sapiens	CLO:0008125	EFO:0006697		cell line	CL:0000010	CVCL_1598	BTO:0005667	NULL
392	NCI-H82 (small cell lung carcinoma)	NCI-H82__small_cell_lung_carcinoma_	CVCL_1591	Homo sapiens	CLO:0008118	EFO:0002306		cell line	CL:0000010	CVCL_1591	BTO:0003026	NULL
390	NCI-H524 (small cell lung carcinoma)	NCI-H524__small_cell_lung_carcinoma_	CVCL_1568	Homo sapiens	CLO:0008095	EFO:0002296		cell line	CL:0000010	CVCL_1568	BTO:0004825	NULL
395	H9-derived neural progenitors	H9-derived_neural_progenitors		Homo sapiens				cell line	CL:0000010			NULL
209	DB (diffuse large B-cell lymphoma)	DB__diffuse_large_B-cell_lymphoma_	CVCL_1168	Homo sapiens	CLO:0002709	EFO:0002158		cell line	CL:0000010	CVCL_1168		NULL
221	DOHH2 (diffuse large B-cell lymphoma)	DOHH2__diffuse_large_B-cell_lymphoma_	CVCL_1179	Homo sapiens	CLO:0002805	EFO:0002167		cell line	CL:0000010	CVCL_1179		NULL
1138	KARPAS-422 (diffuse large B-cell lymphoma)	KARPAS-422__diffuse_large_B-cell_lymphoma_	CVCL_1325	Homo sapiens		EFO:0005719		cell line	CL:0000010	CVCL_1325	BTO:0004981	NULL
745	fetal CD34+ hematopoietic stem progenitor cells	fetal_CD34+_hematopoietic_stem_progenitor_cells		Homo sapiens				embryonic cell	CL:0002321			NULL
741	CD34+ hematopoietic stem progenitor cells	CD34+_hematopoietic_stem_progenitor_cells		Homo sapiens	CL:0000837			stem cell	CL:0000034	CL:0000837		NULL
746	fetal proerythroblasts	fetal_proerythroblasts		Homo sapiens				embryonic cell	CL:0002321	CL:0000547		NULL
224	DUCaP (prostate carcinoma)	DUCaP__prostate_carcinoma_	CVCL_2025	Homo sapiens				cell line	CL:0000010	CVCL_2025		NULL
194	cranial neural crest cells	cranial_neural_crest_cells		Homo sapiens			UBERON:0003099	embryonic cell	CL:0002321	UBERON:0003099		NULL
211	Delta47 (plasma cell myeloma)	Delta47__plasma_cell_myeloma_	CVCL_2887	Homo sapiens				cell line	CL:0000010	CVCL_2887		NULL
701	OVCAR8 (high grade ovarian serous adenocarcinoma)	OVCAR8__high_grade_ovarian_serous_adenocarcinoma_	CVCL_1629	Homo sapiens		EFO:0005444		cell line	CL:0000010	CVCL_1629	BTO:0003054	NULL
672	normal dermal fibroblasts	normal_dermal_fibroblasts		Homo sapiens				skin	UBERON:0002199	CL:0000057		NULL
534	LAN6 (neuroblastoma)	LAN6__neuroblastoma_	CVCL_1363	Homo sapiens				cell line	CL:0000010	CVCL_1363		NULL
699	OVCAR3 (high grade ovarian serous adenocarcinoma)	OVCAR3__high_grade_ovarian_serous_adenocarcinoma_	CVCL_0465	Homo sapiens		EFO:0003061		cell line	CL:0000010	CVCL_0465	BTO:0000812	NULL
698	OVCA429 (ovarian cystadenocarcinoma)	OVCA429__ovarian_cystadenocarcinoma_	CVCL_3936	Homo sapiens		EFO:0006721		cell line	CL:0000010	CVCL_3936	BTO:0002564	NULL
700	PEO1 (ovarian cystadenocarcinoma)	PEO1__ovarian_cystadenocarcinoma_	CVCL_2686	Homo sapiens		EFO:0005445		cell line	CL:0000010	CVCL_2686		NULL
801	SMMC-7721 (hepatocellular carcinoma)	SMMC-7721__hepatocellular_carcinoma_	CVCL_0534	Homo sapiens				cell line	CL:0000010	CVCL_0534		NULL
875	ZR-75-30 (invasive ductal carcinoma)	ZR-75-30__invasive_ductal_carcinoma_	CVCL_1661	Homo sapiens				cell line	CL:0000010	CVCL_1661	BTO:0004915	NULL
888	thymus	thymus		Homo sapiens			UBERON:0002370	thymus	UBERON:0002370	UBERON:0002370	BTO:0001374	NULL
719	cutaneous melanoma	cutaneous_melanoma		Homo sapiens		EFO:0000389		skin	UBERON:0002199	BTO:0000848		NULL
586	MCFDCIS (breast cancer)	MCFDCIS__breast_cancer_	CVCL_5552	Homo sapiens				cell line	CL:0000010	CVCL_5552		NULL
191	corneal epithelium	corneal_epithelium		Homo sapiens				eye	UBERON:0000970	UBERON:0001772		NULL
775	RL95-2 (endometrial adenosquamous carcinoma)	RL95-2__endometrial_adenosquamous_carcinoma_	CVCL_0505	Homo sapiens				cell line	CL:0000010	CVCL_0505	BTO:0004491	NULL
146	Caki-1 (renal carcinoma)	Caki-1__renal_carcinoma_	CVCL_0234	Homo sapiens	CLO:0002176	EFO:0002149		cell line	CL:0000010	CVCL_0234	BTO:0003204	NULL
462	embryonic kidney cortex	embryonic_kidney_cortex		Homo sapiens				embryonic cell	CL:0002321	UBERON:0001225		NULL
887	neural progenitors	neural_progenitors		Homo sapiens				nervous system	UBERON:0001016			NULL
47	KG1 (acute myeloid leukemia)	KG1__acute_myeloid_leukemia_	CVCL_0374	Homo sapiens		EFO:0002218		cell line	CL:0000010	CVCL_0374	BTO:0000670	NULL
326	CD34+ stem cells-derived erythroblasts	CD34+_stem_cells-derived_erythroblasts		Homo sapiens				stem cell	CL:0000034	CL:0000765		NULL
432	primary stromal cells	primary_stromal_cells		Homo sapiens				other		CL:0000499		NULL
640	Mutu-1 (Epstein-Barr virus-related Burkitt lymphoma)	Mutu-1__Epstein-Barr_virus-related_Burkitt_lymphoma_	CVCL_7202	Homo sapiens				cell line	CL:0000010	CVCL_7202		NULL
772	renal cortex	renal_cortex		Homo sapiens				kidney	UBERON:0002113	UBERON:0001225	BTO:0001166	NULL
375	NCI-H1299 (large cell lung carcinoma)	NCI-H1299__large_cell_lung_carcinoma_	CVCL_0060	Homo sapiens	CLO:0007986	EFO:0003043		cell line	CL:0000010	CVCL_0060	BTO:0002552	NULL
891	dermal fibroblasts	dermal_fibroblasts		Homo sapiens				skin	UBERON:0002199	BTO:0000452	BTO:0004419	NULL
486	LHCN-M2 (myoblasts)	LHCN-M2__myoblasts_	CVCL_8890	Homo sapiens		EFO:0005714		cell line	CL:0000010	CVCL_8890	BTO:0005046	NULL
342	GM12763 (female B-cells)	GM12763__female_B-cells_	CVCL_9621	Homo sapiens	CLO:0022547			cell line	CL:0000010	CVCL_9621		NULL
857	VAL-3 (embryonic stem cells)	VAL-3__embryonic_stem_cells_	CVCL_9962	Homo sapiens				cell line	CL:0000010	CVCL_9962		NULL
318	FT33 (fallopian tube secretory cells)	FT33__fallopian_tube_secretory_cells_		Homo sapiens				cell line	CL:0000010			NULL
316	FT194 (fallopian tube secretory cells)	FT194__fallopian_tube_secretory_cells_		Homo sapiens				cell line	CL:0000010			NULL
317	FT246 (fallopian tube secretory cells)	FT246__fallopian_tube_secretory_cells_		Homo sapiens				cell line	CL:0000010			NULL
529	KURAMOCHI (high grade ovarian serous adenocarcinoma)	KURAMOCHI__high_grade_ovarian_serous_adenocarcinoma_	CVCL_1345	Homo sapiens	CLO:0037093	EFO:0006625		cell line	CL:0000010	CVCL_1345		NULL
702	OVSAHO (high grade ovarian serous adenocarcinoma)	OVSAHO__high_grade_ovarian_serous_adenocarcinoma_	CVCL_3114	Homo sapiens		EFO:0006727		cell line	CL:0000010	CVCL_3114	BTO:0003502	NULL
508	JHOS4 (high grade ovarian serous adenocarcinoma)	JHOS4__high_grade_ovarian_serous_adenocarcinoma_	CVCL_4649	Homo sapiens				cell line	CL:0000010	CVCL_4649		NULL
790	Tet21N (neuroblastoma)	Tet21N__neuroblastoma_	CVCL_9812	Homo sapiens				cell line	CL:0000010	CVCL_9812	BTO:0004654	NULL
257	endometrioid adenocarcinoma	endometrioid_adenocarcinoma		Homo sapiens		EFO:0000466		uterus	UBERON:0000995	BTO:0000194		NULL
556	LR-SK-BR-3 (lapatinib-resistant breast adenocarcinoma)	LR-SK-BR-3__lapatinib-resistant_breast_adenocarcinoma_	CVCL_4V52	Homo sapiens				cell line	CL:0000010	CVCL_4V52		NULL
464	fetal osteoblasts	fetal_osteoblasts		Homo sapiens				embryonic cell	CL:0002321	CL:0000062		NULL
795	SK-N-BE2 (neuroblastoma)	SK-N-BE2__neuroblastoma_	CVCL_0528	Homo sapiens				cell line	CL:0000010	CVCL_0528		NULL
517	Kasumi-3 (adult acute myeloid leukemia with minimal differentiation)	Kasumi-3__adult_acute_myeloid_leukemia_with_minimal_differentiation_	CVCL_0612	Homo sapiens	CLO:0007070			cell line	CL:0000010	CVCL_0612		NULL
9	Flp-In-293 (embryonic kidney)	Flp-In-293__embryonic_kidney_	CVCL_U421	Homo sapiens				cell line	CL:0000010	CVCL_U421		NULL
926	IPSC-derived bipolar neuron	IPSC-derived_bipolar_neuron		Homo sapiens				stem cell	CL:0000034	CL:0000103		NULL
927	PC9 (lung adenocarcinoma)	PC9__lung_adenocarcinoma_	CVCL_B260	Homo sapiens		EFO:0002847		cell line	CL:0000010	CVCL_B260		NULL
928	renal tubular cells	renal_tubular_cells		Homo sapiens				kidney	UBERON:0002113	BTO:0000343	BTO:0000343	NULL
929	neutrophils	neutrophils		Homo sapiens	CL:0000775			hematopoietic system	UBERON:0002390	CL:0000775		NULL
930	226LDM (normal breast luminal cells)	226LDM__normal_breast_luminal_cells_		Homo sapiens				cell line	CL:0000010			NULL
933	T778 (well differentiated liposarcoma)	T778__well_differentiated_liposarcoma_	CVCL_M808	Homo sapiens				cell line	CL:0000010	CVCL_M808		NULL
934	HOT1 tumor derived from a human glioblastoma	HOT1_tumor_derived_from_a_human_glioblastoma		Homo sapiens				brain	UBERON:0000955	BTO:0000527		NULL
935	HEK293-FT (human embryonic kidney, female transformed)	HEK293-FT__human_embryonic_kidney__female_transformed_	CVCL_6911	Homo sapiens				cell line	CL:0000010	CVCL_6911		NULL
938	Th17-cells	Th17-cells		Homo sapiens	CL:0000899			immune system	UBERON:0002405	CL:0000899	BTO:0005655	NULL
939	neonatal primary melanocytes	neonatal_primary_melanocytes		Homo sapiens				skin	UBERON:0002199	BTO:0000847		NULL
940	GEN2.2 (blastic plasmacytoid dendritic cell neoplasm)	GEN2_2__blastic_plasmacytoid_dendritic_cell_neoplasm_	CVCL_5G44	Homo sapiens				cell line	CL:0000010	CVCL_5G44		NULL
948	MCF-7L (invasive ductal carcinoma)	MCF-7L__invasive_ductal_carcinoma_	CVCL_0088	Homo sapiens				cell line	CL:0000010	CVCL_0088		NULL
949	MCF7 TamR (invasive ductal breast carcinoma Tamoxifen resistant)	MCF7_TamR__invasive_ductal_breast_carcinoma_Tamoxifen_resistant_	CVCL_EG55	Homo sapiens				cell line	CL:0000010	CVCL_EG55		NULL
950	MRC-5 (fetal lung fibroblasts)	MRC-5__fetal_lung_fibroblasts_	CVCL_0440	Homo sapiens	CLO:0007865	EFO:0002835		cell line	CL:0000010	CVCL_0440	BTO:0001590	NULL
953	H9-derived neuroectoderm cells	H9-derived_neuroectoderm_cells		Homo sapiens				cell line	CL:0000010	UBERON:0002346		NULL
964	U266 (plasma cell myeloma)	U266__plasma_cell_myeloma_	CVCL_0566	Homo sapiens		EFO:0001254		cell line	CL:0000010	CVCL_0566	BTO:0001594	NULL
974	ML-2 (cell line derived from HL60 M4 cell line, adult acute myeloid leukemia)	ML-2__cell_line_derived_from_HL60_M4_cell_line__adult_acute_myeloid_leukemia_	CVCL_1418	Homo sapiens	CLO:0007736			cell line	CL:0000010	CVCL_1418	BTO:0001885	NULL
975	KOPN8 (childhood B acute lymphoblastic leukemia)	KOPN8__childhood_B_acute_lymphoblastic_leukemia_	CVCL_1866	Homo sapiens				cell line	CL:0000010	CVCL_1866		NULL
